"Name","Number","SetName","AvgPrice","LPBuyPrice","LPRatio","NMBuyPrice","NMRatio","MBuyPrice","MRatio","YearReleased","Language","PokeRatio","PSA1Ratio","PSA2Ratio","PSA3Ratio","PSA3AvgSell","PSA4Ratio","PSA4AvgSell","PSA5Ratio","PSA5BuyPrice","PSA5AvgSell","PSA6Ratio","PSA6BuyPrice","PSA6AvgSell","PSA7Ratio","PSA7BuyPrice","PSA7AvgSell","PSA8Ratio","PSA8BuyPrice","PSA8AvgSell","PSA9Ratio","PSA9BuyPrice","PSA9AvgSell","PSA10Ratio","PSA10BuyPrice","PSA10AvgSell"
"Hitmontop Holo","3","Neo Discovery 1st Edition","11.15","-17.00","-1.52",27.8,"2.49",39.74,"3.56",2001,"ENGLISH","2.88",0,0,0,0,0,0,0,"-17.00",0,"3.68","17.85","41.00","4.89","29.31","54.48","4.73","27.80","52.70","5.99","39.74","66.75","72.65","671.50","810.00"
"Houndoom","23","Neo Discovery 1st Edition","9.18","-17.00","-1.85",-11.05,"-1.20",2.76,"0.30",2001,"ENGLISH","1.32",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,"0.76","-11.05","7.00","4.14","15.32","38.02","2.53","2.76","23.25","15.79","106.21","144.95"
"Houndoom Holo","4","Neo Discovery 1st Edition","66.53","-4.25","-0.06",39.95,"0.60",144.5,"2.17",2001,"ENGLISH","1.00",0,0,0,0,"0.23","15.00","1.26","54.40","84.00","0.87","32.30","58.00","1.01","39.95","67.00","1.34","58.65","89.00","2.86","144.50","190.00","13.51","747.05","898.88"
"Houndour","24","Neo Discovery 1st Edition","10.75","-17.00","-1.58",-17,"-1.58",-2.71,"-0.25",2001,"ENGLISH","2.37",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,"9.53","70.13","102.50","1.56","-2.71","16.81","6.60","43.35","71.00"
"Houndour","39","Neo Discovery 1st Edition","6.25","-17.00","-2.72",-17,"-2.72",-5.1,"-0.82",2001,"ENGLISH","1.12",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,"3.20","-0.01","19.99",0,"-17.00",0,"2.24","-5.10","14.00","5.23","10.77","32.67"
"Houndour Holo","5","Neo Discovery 1st Edition","25.10","-17.00","-0.68",69.44,"2.77",140.25,"5.59",2001,"ENGLISH","2.64",0,0,0,0,0,0,"0.78","-0.43","19.50","3.27","52.69","81.99","4.05","69.44","101.70","4.30","74.80","108.00","7.37","140.25","185.00","151.39","3213.00","3800.00"
"Igglybuff","40","Neo Discovery 1st Edition","8.91","-17.00","-1.91",-17,"-1.91",10.2,"1.15",2001,"ENGLISH","0.60",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,"4.82","19.46","42.89","3.59","10.20","32.00"
"Kabutops","25","Neo Discovery 1st Edition","15.96","-17.00","-1.07",-7.22,"-0.45",9.56,"0.60",2001,"ENGLISH","1.09",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,"3.13","25.50","50.00","0.72","-7.22","11.50","1.96","9.56","31.25","7.12","79.57","113.61"
"Kabutops Holo","6","Neo Discovery 1st Edition","100.00","-17.00","-0.17",43.35,"0.43",160.44,"1.60",2001,"ENGLISH","0.62",0,0,0,0,0,0,0,"-17.00",0,"0.48","23.80","48.00","0.80","51.00","80.00","0.71","43.35","71.00","2.09","160.44","208.75","4.00","323.00","400.00"
"Magnemite","26","Neo Discovery 1st Edition","6.50","-17.00","-2.62",-17,"-2.62",0.06,"0.01",2001,"ENGLISH","1.29",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,"4.15","5.95","27.00","3.09","0.06","20.07","7.69","25.49","49.99"
"Magnemite Holo","7","Neo Discovery 1st Edition","29.14","-17.00","-0.58",8.49,"0.29",42.77,"1.47",2001,"ENGLISH","0.80",0,0,0,0,"0.34","9.99",0,"-17.00",0,0,"-17.00",0,"1.03","8.49","29.99","1.32","15.74","38.52","2.41","42.77","70.32","6.86","153.00","200.00"
"Politoed","27","Neo Discovery 1st Edition","9.25","-17.00","-1.84",-17,"-1.84",9.35,"1.01",2001,"ENGLISH","0.60",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,"3.35","9.35","31.00","8.54","50.15","79.00"
"Politoed Holo","8","Neo Discovery 1st Edition","59.15","-17.00","-0.29",28.05,"0.47",95.43,"1.61",2001,"ENGLISH","0.83","2.04",0,"0.17","10.00",0,0,"0.65","15.84","38.64","0.44","5.10","26.00","0.90","28.05","53.00","1.44","55.25","85.00","2.24","95.43","132.27","9.24","447.29","546.22"
"Poliwrath","28","Neo Discovery 1st Edition","9.09","-17.00","-1.87",-3.57,"-0.39",-3.57,"-0.39",2001,"ENGLISH","1.26",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,"2.04","-1.26","18.52","2.58","2.97","23.50","1.74","-3.57","15.80","4.51","17.85","41.00"
"Poliwrath Holo","9","Neo Discovery 1st Edition","44.27","-8.08","-0.18",10.19,"0.23",106.21,"2.40",2001,"ENGLISH","0.71",0,0,0,0,"0.56","25.00","0.92","17.52","40.61","0.24","-8.08","10.50","0.72","10.19","31.99","0.81","13.60","36.00","3.27","106.21","144.95","9.70","348.18","429.62"
"Scizor","29","Neo Discovery 1st Edition","23.28","-17.00","-0.73",4.25,"0.18",11.05,"0.47",2001,"ENGLISH","0.97",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,"2.19","26.35","51.00","1.07","4.25","25.00","1.42","11.05","33.00","6.80","117.65","158.41"
"Scizor Holo","10","Neo Discovery 1st Edition","76.00","-17.00","-0.22",14.77,"0.19",147.26,"1.94",2001,"ENGLISH","0.69",0,0,0,0,0,0,0,"-17.00",0,"0.54","17.94","41.11","0.49","14.77","37.38","1.30","66.72","98.50","2.54","147.26","193.25","42.11","2703.00","3200.00"
"Scyther","46","Neo Discovery 1st Edition","5.40","-17.00","-3.15",-17,"-3.15",-7.65,"-1.42",2001,"ENGLISH","0.60",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,"2.04","-7.65","11.00","10.37","30.60","56.00"
"Smeargle","30","Neo Discovery 1st Edition","11.83","-17.00","-1.44",-8.08,"-0.68",-8.08,"-0.68",2001,"ENGLISH","1.25",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,"2.54","8.51","30.01","2.11","4.25","25.00","0.89","-8.08","10.50","7.35","56.95","87.00"
"Smeargle Holo","11","Neo Discovery 1st Edition","41.34","-17.00","-0.41",37.54,"0.91",174.25,"4.22",2001,"ENGLISH","1.16",0,0,0,0,0,0,"0.23","-8.93","9.50","1.57","38.25","65.00","1.55","37.54","64.17","1.73","43.92","71.67","5.44","174.25","225.00","193.52","6783.00","8000.00"
"Tyranitar","31","Neo Discovery 1st Edition","39.60","-17.00","-0.43",6.82,"0.17",28.5,"0.72",2001,"ENGLISH","0.68",0,0,0,0,0,0,0,"-17.00",0,"0.39","-3.83","15.50","0.71","6.82","28.02","1.11","20.40","44.00","1.35","28.50","53.53","3.90","114.32","154.50"
"Tyranitar Holo","12","Neo Discovery 1st Edition","52.53","-17.00","-0.32",110.68,"2.11",282.06,"5.37",2001,"ENGLISH","2.27",0,0,0,0,0,0,"1.06","30.17","55.50","2.48","93.92","130.50","2.86","110.68","150.21","4.14","167.77","217.38","6.70","282.06","351.83","34.26","1512.99","1799.99"
"Umbreon","32","Neo Discovery 1st Edition","39.23","-17.00","-0.43",-17,"-0.43",94.35,"2.41",2001,"ENGLISH","1.00",0,0,0,0,0,0,"1.53","34.00","60.00","0.57","2.13","22.50",0,"-17.00",0,"1.61","36.55","63.00","3.34","94.35","131.00","16.06","518.50","630.00"
"Umbreon Holo","13","Neo Discovery 1st Edition","79.99","-17.00","-0.21",322.15,"4.03",1338.61,"16.73",2001,"ENGLISH","3.42","0.29",0,0,0,0,0,"0.76","34.85","61.00","2.70","166.39","215.75","4.99","322.15","399.00","7.88","518.50","630.00","19.94","1338.61","1594.83","81.20","5503.75","6495.00"
"Unown [A]","33","Neo Discovery 1st Edition","25.00","-17.00","-0.68",-17,"-0.68",-6.38,"-0.26",2001,"ENGLISH","0.58",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,"0.62","-3.75","15.59","0.50","-6.38","12.50","5.41","98.01","135.30"
"Unown [A] Holo","14","Neo Discovery 1st Edition","19.99","-17.00","-0.85",11.92,"0.60",50.46,"2.52",2001,"ENGLISH","0.97",0,0,0,0,0,0,"0.05","-16.16","0.99",0,"-17.00",0,"1.70","11.92","34.02","1.80","13.62","36.02","3.97","50.46","79.37","30.02","493.00","600.00"
"Unown [M]","49","Neo Discovery 1st Edition","5.90","-17.00","-2.88",-17,"-2.88",-3.61,"-0.61",2001,"ENGLISH","1.28",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,"4.09","3.54","24.16","2.67","-3.61","15.75","11.53","40.80","68.00"
"Ursaring","34","Neo Discovery 1st Edition","15.26","-17.00","-1.11",-17,"-1.11",-5.1,"-0.33",2001,"ENGLISH","0.84",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,"1.90","7.67","29.02","0.92","-5.10","14.00","2.95","21.25","45.00"
"Ursaring Holo","15","Neo Discovery 1st Edition","79.99","-17.00","-0.21",33.42,"0.42",55.67,"0.70",2001,"ENGLISH","0.64",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,"0.74","33.42","59.32","0.76","34.85","61.00","1.07","55.67","85.50","7.50","492.99","599.99"
"Wobbuffet","35","Neo Discovery 1st Edition","6.62","-17.00","-2.57",-17,"-2.57",1.07,"0.16",2001,"ENGLISH","1.70",0,0,0,0,0,0,0,"-17.00",0,"0.47","-14.38","3.08",0,"-17.00",0,"6.25","18.15","41.35","3.21","1.07","21.26","21.16","102.05","140.06"
"Wobbuffet Holo","16","Neo Discovery 1st Edition","53.65","-17.00","-0.32",11.9,"0.22",49.3,"0.92",2001,"ENGLISH","0.72",0,0,0,0,"0.75","40.00","0.56","8.50","30.00",0,"-17.00",0,"0.97","27.42","52.26","0.63","11.90","34.00","1.45","49.30","78.00","15.38","684.25","825.00"
"Yanma","36","Neo Discovery 1st Edition","10.15","-17.00","-1.67",-17,"-1.67",-5.53,"-0.54",2001,"ENGLISH","0.96",0,0,0,0,0,0,0,"-17.00",0,"0.54","-12.32","5.50",0,"-17.00",0,"2.46","4.24","24.99","1.33","-5.53","13.50","3.36","11.99","34.11"
"Yanma Holo","17","Neo Discovery 1st Edition","61.49","-17.00","-0.28",7.22,"0.12",193.79,"3.15",2001,"ENGLISH","0.54",0,0,0,0,0,0,"0.28","-2.13","17.50","0.46","7.28","28.56","0.46","7.22","28.50","0.78","23.80","48.00","4.03","193.79","247.99","183.27","9562.50","11270.00"
﻿"Name","Number","SetName","AvgPrice","LPBuyPrice","LPRatio","NMBuyPrice","NMRatio","MBuyPrice","MRatio","YearReleased","Language","PokeRatio","PSA1Ratio","PSA2Ratio","PSA3Ratio","PSA3AvgSell","PSA4Ratio","PSA4AvgSell","PSA5Ratio","PSA5BuyPrice","PSA5AvgSell","PSA6Ratio","PSA6BuyPrice","PSA6AvgSell","PSA7Ratio","PSA7BuyPrice","PSA7AvgSell","PSA8Ratio","PSA8BuyPrice","PSA8AvgSell","PSA9Ratio","PSA9BuyPrice","PSA9AvgSell","PSA10Ratio","PSA10BuyPrice","PSA10AvgSell"
"Beedrill","18","Neo Discovery","6.18","-17.00","-2.75",-17,"-2.75",-8.5,"-1.37",2001,"ENGLISH","0.60",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,"1.62","-8.50","10.00","5.98","14.45","37.00"
"Espeon","20","Neo Discovery","13.56","-17.00","-1.25",-4.26,"-0.31",0,"0.00",2001,"ENGLISH","1.20",0,0,"0.74","10.00",0,0,"0.70","-8.93","9.50","1.92","5.10","26.00","1.66","2.13","22.50","1.11","-4.26","14.99","1.48","0.00","20.00","4.54","35.28","61.51"
"Espeon Holo","1","Neo Discovery","103.02","10.41","0.10",36.6,"0.36",98.37,"0.95",2001,"ENGLISH","0.70","0.12",0,"0.29","30.01","0.96","99.00","0.31","10.41","32.25","0.50","26.35","51.00","0.61","36.60","63.06","0.83","55.89","85.75","1.32","98.37","135.73","6.60","561.00","680.00"
"Forretress Holo","2","Neo Discovery","36.65","-17.00","-0.46",-4.12,"-0.11",3.82,"0.10",2001,"ENGLISH","0.51",0,"0.62",0,0,0,0,"0.52","-0.86","18.99",0,"-17.00",0,"0.42","-4.02","15.27","0.41","-4.12","15.15","0.67","3.82","24.50","4.77","131.50","174.71"
"Hitmontop Holo","3","Neo Discovery","35.76","-8.42","-0.24",-0.01,"-0.00",12.75,"0.36",2001,"ENGLISH","0.60",0,0,"0.92","33.00","0.43","15.50","0.56","0.00","20.00","0.28","-8.42","10.09","0.56","-0.01","19.99","0.88","9.77","31.50","0.98","12.75","35.00","9.14","260.95","327.00"
"Houndoom Holo","4","Neo Discovery","48.68","-5.52","-0.11",14.02,"0.29",114.75,"2.36",2001,"ENGLISH","0.61",0,0,"0.62","30.00","0.28","13.51","0.40","-0.62","19.27","0.44","1.24","21.46","0.75","14.02","36.49","0.80","16.17","39.02","3.18","114.75","155.00","22.60","918.00","1100.00"
"Houndour","24","Neo Discovery","5.84","-17.00","-2.91",-17,"-2.91",-8.63,"-1.48",2001,"ENGLISH","0.98",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,"2.62","-4.00","15.29","4.62","5.95","27.00","1.69","-8.63","9.85"
"Houndour Holo","5","Neo Discovery","83.84","-7.65","-0.09",10.79,"0.13",68,"0.81",2001,"ENGLISH","0.37","0.44",0,0,0,"0.19","15.74","0.13","-7.65","11.00","0.32","5.95","27.00","0.39","10.79","32.70","0.52","20.12","43.67","1.48","88.40","124.00","1.19","68.00","100.00"
"Kabutops","25","Neo Discovery","6.10","-17.00","-2.79",-17,"-2.79",11.04,"1.81",2001,"ENGLISH","1.28",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,"4.10","4.25","25.00","5.41","11.04","32.99","15.64","64.09","95.40"
"Kabutops Holo","6","Neo Discovery","87.78","-2.13","-0.02",6.03,"0.07",27.2,"0.31",2001,"ENGLISH","0.40",0,0,0,0,"0.32","27.99","0.20","-2.13","17.50","0.41","13.60","36.00","0.31","6.03","27.09","0.57","25.49","49.99","0.86","47.51","75.89","0.59","27.20","52.00"
"Magnemite Holo","7","Neo Discovery","31.50","-8.37","-0.27",-4.76,"-0.15",9.88,"0.31",2001,"ENGLISH","0.47",0,0,0,0,"0.42","13.32","0.33","-8.06","10.52","0.32","-8.37","10.15","0.46","-4.76","14.40","0.62","-0.43","19.50","1.00","9.88","31.62","2.73","56.10","86.00"
"Politoed","27","Neo Discovery","7.29","-17.00","-2.33",-17,"-2.33",-8.5,"-1.17",2001,"ENGLISH","0.60",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,"1.37","-8.50","10.00","7.69","30.60","56.00"
"Politoed Holo","8","Neo Discovery","50.99","-6.80","-0.13",5.65,"0.11",40.1,"0.79",2001,"ENGLISH","0.46",0,0,0,0,"0.25","12.95","0.24","-6.80","12.00","0.26","-5.53","13.50","0.52","5.65","26.65","0.75","15.30","38.00","1.32","40.10","67.18","10.98","459.00","560.00"
"Poliwrath Holo","9","Neo Discovery","32.01","-14.74","-0.46",-1.29,"-0.04",26.23,"0.82",2001,"ENGLISH","0.72",0,0,0,0,"0.47","15.00","0.08","-14.74","2.66","0.98","9.69","31.40","0.58","-1.29","18.48","1.30","18.42","41.67","1.59","26.23","50.86","19.06","501.50","610.00"
"Scizor Holo","10","Neo Discovery","69.04","2.80","0.04",19.5,"0.28",41.65,"0.60",2001,"ENGLISH","0.67",0,"0.22",0,0,"0.34","23.29","0.72","25.50","50.00","0.61","18.83","42.15","0.62","19.50","42.95","0.75","26.77","51.50","1.00","41.65","69.00","8.27","468.35","571.00"
"Smeargle","30","Neo Discovery","6.32","-17.00","-2.69",-17,"-2.69",-13.81,"-2.19",2001,"ENGLISH","0.95",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,"2.46","-3.81","15.52","0.59","-13.81","3.75","4.35","6.39","27.52"
"Smeargle Holo","11","Neo Discovery","46.44","-17.00","-0.37",1.27,"0.03",1.27,"-0.37",2001,"ENGLISH","0.53",0,0,0,0,0,0,"0.44","0.43","20.50","0.39","-1.70","18.00","0.76","12.81","35.07","0.46","1.27","21.50","1.08","25.50","50.00",0,"-17.00",0
"Tyranitar","31","Neo Discovery","12.29","-17.00","-1.38",0.43,"0.03",12.75,"1.04",2001,"ENGLISH","1.22",0,0,0,0,"0.81","10.00",0,"-17.00",0,0,"-17.00",0,"2.43","8.40","29.88","1.67","0.43","20.50","2.85","12.75","34.99","6.18","47.60","76.00"
"Tyranitar Holo","12","Neo Discovery","143.18","-17.00","-0.12",39.1,"0.27",96.25,"0.67",2001,"ENGLISH","0.42",0,"0.26","0.14","20.60",0,0,"0.17","3.61","24.25","0.25","13.60","36.00","0.52","45.70","73.77","0.46","39.10","66.00","0.93","96.25","133.23","2.33","266.68","333.74"
"Umbreon","32","Neo Discovery","25.89","-17.00","-0.66",-17,"-0.66",91.38,"3.53",2001,"ENGLISH","0.73",0,0,0,0,0,0,"0.75","-0.43","19.49",0,"-17.00",0,0,"-17.00",0,"1.00","5.10","26.00","4.92","91.38","127.50","6.06","116.45","157.00"
"Umbreon Holo","13","Neo Discovery","298.47","9.35","0.03",116.88,"0.39",272.58,"0.91",2001,"ENGLISH","0.41","0.04","0.03","0.22","66.00","0.10","31.00","0.21","35.70","62.00","0.27","51.85","81.00","0.53","116.88","157.50","0.56","124.60","166.59","1.14","272.58","340.68","5.36","1343.00","1600.00"
"Unown [A] Holo","14","Neo Discovery","24.68","-17.00","-0.69",-4.47,"-0.18",17.2,"0.70",2001,"ENGLISH","0.71",0,"0.40","0.24","6.00",0,0,"0.67","-2.97","16.50","0.87","1.27","21.50","0.81","-0.06","19.93","0.60","-4.47","14.74","1.63","17.20","40.24","2.84","42.50","70.00"
"Ursaring Holo","15","Neo Discovery","49.24","-17.00","-0.35",2.86,"0.06",27.63,"0.56",2001,"ENGLISH","0.50","0.16",0,"0.21","10.50","0.13","6.19",0,"-17.00",0,"0.46","2.13","22.50","0.47","2.86","23.36","0.63","9.35","31.00","1.07","27.63","52.50","1.62","50.99","79.99"
"Wobbuffet Holo","16","Neo Discovery","29.16","-17.00","-0.58",-1.11,"-0.04",58.65,"2.01",2001,"ENGLISH","0.56",0,"0.57",0,0,0,0,"0.39","-7.22","11.50","0.27","-10.20","8.00","0.64","-1.11","18.69","0.81","2.97","23.50","3.05","58.65","89.00","43.72","1066.75","1275.00"
"Yanma","36","Neo Discovery","6.51","-17.00","-2.61",-17,"-2.61",-9.78,"-1.50",2001,"ENGLISH","1.29",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,"4.15","5.95","27.00","1.31","-9.78","8.50","1.61","-8.08","10.50"
"Yanma Holo","17","Neo Discovery","44.73","-17.00","-0.38",-6.38,"-0.14",17,"0.38",2001,"ENGLISH","0.45",0,0,0,0,0,0,"0.36","-3.43","15.97","0.30","-5.61","13.40","0.28","-6.38","12.50","0.69","9.35","31.00","0.89","17.00","40.00","25.15","939.25","1125.00"
﻿"Name","Number","SetName","AvgPrice","LPBuyPrice","LPRatio","NMBuyPrice","NMRatio","MBuyPrice","MRatio","YearReleased","Language","PokeRatio","PSA1Ratio","PSA2Ratio","PSA3Ratio","PSA3AvgSell","PSA4Ratio","PSA4AvgSell","PSA5Ratio","PSA5BuyPrice","PSA5AvgSell","PSA6Ratio","PSA6BuyPrice","PSA6AvgSell","PSA7Ratio","PSA7BuyPrice","PSA7AvgSell","PSA8Ratio","PSA8BuyPrice","PSA8AvgSell","PSA9Ratio","PSA9BuyPrice","PSA9AvgSell","PSA10Ratio","PSA10BuyPrice","PSA10AvgSell"
"Ampharos Holo","1","Neo Genesis 1st Edition","42.03","-17.00","-0.40",16.15,"0.38",54.05,"1.29",2000,"ENGLISH","0.89",0,0,"0.98","41.00",0,0,"0.90","15.30","38.00","0.93","16.23","39.09","0.93","16.15","39.00","0.98","17.86","41.01","1.99","54.05","83.58","9.49","322.15","399.00"
"Arcade Game","83","Neo Genesis 1st Edition","5.89","-17.00","-2.88",-9.03,"-1.53",10.63,"1.80",2000,"ENGLISH","1.21",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,"1.59","-9.03","9.38","2.75","-3.23","16.20","6.73","16.74","39.69","5.51","10.63","32.50"
"Azumarill Holo","2","Neo Genesis 1st Edition","28.55","-3.83","-0.13",9.35,"0.33",64.08,"2.24",2000,"ENGLISH","1.05",0,0,0,0,"0.54","15.50","0.70","0.00","20.00","0.97","6.49","27.63","1.09","9.35","31.00","1.53","20.20","43.77","3.34","64.08","95.39","34.51","820.48","985.27"
"Bellossom Holo","3","Neo Genesis 1st Edition","34.19","0.44","0.01",3.82,"0.11",41.35,"1.21",2000,"ENGLISH","0.90",0,0,0,0,"0.88","29.99","0.88","8.49","29.99","0.60","0.44","20.52","1.32","21.25","45.00","0.72","3.82","24.50","2.01","41.35","68.65","8.04","216.75","275.00"
"Clefairy","30","Neo Genesis 1st Edition","8.00","-17.00","-2.13",-17,"-2.13",-3.83,"-0.48",2000,"ENGLISH","0.81",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,"1.75","-5.09","14.01","1.94","-3.83","15.50","4.12","11.04","32.99"
"Cleffa","20","Neo Genesis 1st Edition","8.91","-17.00","-1.91",-4.26,"-0.48",5.1,"0.57",2000,"ENGLISH","1.05",0,0,0,0,0,0,0,"-17.00",0,"0.62","-12.32","5.50","1.85","-2.97","16.50","1.68","-4.26","14.99","2.92","5.10","26.00","14.03","89.25","125.00"
"Croconaw","31","Neo Genesis 1st Edition","5.12","-17.00","-3.32",-6.38,"-1.25",-0.09,"-0.02",2000,"ENGLISH","2.02",0,0,0,0,0,0,"1.66","-9.78","8.50","1.37","-11.06","6.99","2.44","-6.38","12.50","3.91","0.00","20.00","3.89","-0.09","19.89","7.23","14.45","37.00"
"Donphan","21","Neo Genesis 1st Edition","8.01","-17.00","-2.12",-17,"-2.12",-1.28,"-0.16",2000,"ENGLISH","0.77",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,0,"-17.00",0,"1.56","-6.38","12.50","2.31","-1.28","18.50","4.87","16.15","39.00"
"Ecogym","84","Neo Genesis 1st Edition","8.05","-17.00","-2.11",-17,"-2.11",-5.53,"-0.69",2000,"ENGLISH","0.99",0,0,0,0,0,0,0,"-17.00",0,"0.12","-16.16","0.99",0,"-17.00",0,"3.01","3.60","24.23","1.68","-5.53","13.50","5.41","19.98","43.50"
"Elekid","22","Neo Genesis 1st Edition","13.77","-17.00","-1.24",-17,"-1.24",-5.53,"-0.40",2000,"ENGLISH","0.71",0,0,0,0,0,0,"0.73","-8.50","10.00",0,"-17.00",0,0,"-17.00",0,"0.91","-6.36","12.52","0.98","-5.53","13.50","6.90","63.75","95.00"
"Feraligatr Holo","5","Neo Genesis 1st Edition","83.75","-17.00","-0.20",47.6,"0.57",215.69,"2.58",2000,"ENGLISH","0.91",0,0,"0.22","18.50",0,0,"0.84","42.48","69.98","0.70","33.14","58.99","0.91","47.60","76.00","1.39","82.24","116.75","3.27","215.69","273.75","11.81","823.58","988.92"
"Feraligatr Holo","4","Neo Genesis 1st Edition","114.16","0.43","0.00",47.6,"0.42",120.68,"1.06",2000,"ENGLISH","0.63",0,0,0,0,"0.18","20.50","0.62","43.35","71.00","0.50","31.35","56.88","0.67","47.60","76.00","0.88","68.85","101.00","1.42","120.68","161.97","8.98","854.25","1025.00"
"Focus Band","86","Neo Genesis 1st Edition","7.49","-17.00","-2.27",-8.08,"-1.08",-5.95,"-0.79",2000,"ENGLISH","1.06",0,0,0,0,"0.93","7.00",0,"-17.00",0,0,"-17.00",0,"1.40","-8.08","10.50","1.67","-6.38","12.50","1.74","-5.95","13.00","11.21","54.40","84.00"
"Furret","35","Neo Genesis 1st Edition","5.69","-17.00","-2.99",-4.69,"-0.82",-2.18,"-0.38",2000,"ENGLISH","1.36",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,"2.55","-4.69","14.48","2.55","-4.66","14.52","3.06","-2.18","17.43","9.14","27.20","52.00"
"Heracross Holo","6","Neo Genesis 1st Edition","46.58","-17.00","-0.36",25.5,"0.55",161.5,"3.47",2000,"ENGLISH","1.02",0,0,0,0,0,0,"0.75","12.75","35.00","0.78","14.02","36.49","1.07","25.50","50.00","1.71","50.78","79.75","4.51","161.50","210.00","96.61","3808.00","4500.00"
"Jumpluff Holo","7","Neo Genesis 1st Edition","26.17","-17.00","-0.65",11,"0.42",56.17,"2.15",2000,"ENGLISH","1.16",0,0,0,0,0,0,"1.43","14.76","37.36","1.34","12.75","35.00","1.30","11.92","34.02","1.26","11.00","32.95","3.29","56.17","86.08","58.30","1280.10","1526.00"
"Kingdra Holo","8","Neo Genesis 1st Edition","48.00","-17.00","-0.35",14.45,"0.30",54.26,"1.13",2000,"ENGLISH","0.77",0,0,0,0,"0.79","38.00",0,"-17.00",0,"0.47","2.13","22.50","0.77","14.45","37.00","1.04","25.49","49.99","1.75","54.26","83.83","14.37","569.50","690.00"
"Lugia Holo","9","Neo Genesis 1st Edition","684.64","280.50","0.41",591.81,"0.86",2020.45,"2.95",2000,"ENGLISH","0.87","0.26","0.59","0.33","228.01","0.51","351.20","0.51","280.50","350.00","0.70","389.72","478.50","1.05","591.81","716.25","1.30","739.50","890.00","3.50","2020.45","2397.00","73.03","42483.00","50000.00"
"Magby","23","Neo Genesis 1st Edition","5.47","-17.00","-3.11",-10.63,"-1.94",2.35,"0.43",2000,"ENGLISH","1.07",0,0,0,0,0,0,0,"-17.00",0,0,"-17.00",0,"1.37","-10.63","7.50","2.29","-6.38","12.50","4.16","2.35","22.77","6.25","12.07","34.20"
"Meganium Holo","10","Neo Genesis 1st Edition","117.95","-17.00","-0.14",47.6,"0.40",89.25,"0.76",2000,"ENGLISH","0.63",0,0,0,0,0,0,"0.37","19.96","43.48","0.45","28.05","53.00","0.64","47.60","76.00","0.87","70.13","102.50","3.35","318.75","395.00","1.06","89.25","125.00"
"Meganium Holo","11","Neo Genesis 1st Edition","90.50","13.60","0.15",26.77,"0.30",147.9,"1.63",2000,"ENGLISH","0.62",0,0,0,0,"0.40","36.00","0.50","21.27","45.02","0.41","14.45","37.00","0.57","26.77","51.50","0.94","55.25","85.00","2.14","147.90","194.00","10.53","793.34","953.34"
"Metal Energy Holo","19","Neo Genesis 1st Edition","15.50","-11.90","-0.77",-2.97,"-0.19",36.53,"2.36",2000,"ENGLISH","1.00",0,0,0,0,"0.52","8.00","1.61","4.25","25.00","0.39","-11.90","6.00","1.24","-0.71","19.16","1.06","-2.97","16.50","4.06","36.53","62.98","39.35","501.50","610.00"
"Miltank","41","Neo Genesis 1st Edition","5.74","-17.00","-2.96",-10.2,"-1.78",5.09,"0.89",2000,"ENGLISH","1.54",0,0,0,0,0,0,0,"-17.00",0,"3.36","-0.59","19.31","1.39","-10.20","8.00","1.83","-8.08","10.50","4.53","5.09","25.99","10.02","31.90","57.53"
