"Name","Number","SetName","AvgPrice","LPBuyPrice","LPRatio","NMBuyPrice","NMRatio","YearReleased","PokeRatio","PSA1Ratio","PSA2Ratio","PSA3Ratio","PSA3AvgSell","PSA4Ratio","PSA4AvgSell","PSA5Ratio","PSA5AvgSell","PSA6Ratio","PSA6AvgSell","PSA7Ratio","PSA7AvgSell","PSA8Ratio","PSA8AvgSell","PSA9Ratio","PSA9AvgSell","PSA10Ratio","PSA10AvgSell"
﻿"Name","Number","SetName","AvgPrice","LPBuyPrice","LPRatio","NMBuyPrice","NMRatio","YearReleased","PokeRatio","PSA1Ratio","PSA2Ratio","PSA3Ratio","PSA3AvgSell","PSA4Ratio","PSA4AvgSell","PSA5Ratio","PSA5AvgSell","PSA6Ratio","PSA6AvgSell","PSA7Ratio","PSA7AvgSell","PSA8Ratio","PSA8AvgSell","PSA9Ratio","PSA9AvgSell","PSA10Ratio","PSA10AvgSell"
"Gardevoir ex","005","Imprison Gardevoir Constructed Deck","12.99","-17.00","-1.31",-17,"-1.31",2006,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3.93","51.00",0,0
﻿"Name","Number","SetName","AvgPrice","LPBuyPrice","LPRatio","NMBuyPrice","NMRatio","YearReleased","PokeRatio","PSA1Ratio","PSA2Ratio","PSA3Ratio","PSA3AvgSell","PSA4Ratio","PSA4AvgSell","PSA5Ratio","PSA5AvgSell","PSA6Ratio","PSA6AvgSell","PSA7Ratio","PSA7AvgSell","PSA8Ratio","PSA8AvgSell","PSA9Ratio","PSA9AvgSell","PSA10Ratio","PSA10AvgSell"
"Alolan Vulpix V","077","Incandescent Arcana","5.47","-17.00","-3.11",-17,"-3.11",2022,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.74","9.53","4.11","22.52"
"Alolan Vulpix VSTAR","087","Incandescent Arcana","11.70","-17.00","-1.45",-17,"-1.45",2022,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.32","15.50","2.48","29.00"
"Altaria","074","Incandescent Arcana","10.45","-17.00","-1.63",-17,"-1.63",2022,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.04","10.83","2.45","25.62"
"Braixen","069","Incandescent Arcana","5.87","-17.00","-2.90",-17,"-2.90",2022,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.10","24.04","3.86","22.64"
"Furisode Girl","090","Incandescent Arcana","12.07","-17.00","-1.41",-17,"-1.41",2022,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3.31","39.99","1.62","19.50"
"Furisode Girl","082","Incandescent Arcana","31.49","-17.00","-0.54",-17,"-0.54",2022,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.59","49.99","1.83","57.68"
"Ho-Oh V","080","Incandescent Arcana","5.91","-17.00","-2.87",-17,"-2.87",2022,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2.88","17.01","2.79","16.50"
"Mawile VSTAR","088","Incandescent Arcana","11.32","-17.00","-1.50",-17,"-1.50",2022,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.28","14.50",0,0
"Radiant Alakazam","031","Incandescent Arcana","7.10","-17.00","-2.39",-17,"-2.39",2022,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.42","10.08","4.03","28.60"
"Radiant Jirachi","045","Incandescent Arcana","6.00","-17.00","-2.83",-17,"-2.83",2022,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.83","11.00","5.48","32.90"
"Serena","089","Incandescent Arcana","48.40","-17.00","-0.35",-17,"-0.35",2022,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.66","32.00","1.24","60.00"
"Serena","081","Incandescent Arcana","59.99","-17.00","-0.28",-17,"-0.28",2022,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.67","99.99","3.28","196.71"
"Serperior V","084","Incandescent Arcana","48.00","-17.00","-0.35",-17,"-0.35",2022,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.19","57.23","1.67","79.99"
"Serperior VSTAR","086","Incandescent Arcana","7.93","-17.00","-2.14",-17,"-2.14",2022,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3.99","31.68","3.91","30.99"
"V Guard Energy","068","Incandescent Arcana","12.44","-17.00","-1.37",-17,"-1.37",2022,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.67","20.76","3.09","38.42"
﻿"Name","Number","SetName","AvgPrice","LPBuyPrice","LPRatio","NMBuyPrice","NMRatio","YearReleased","PokeRatio","PSA1Ratio","PSA2Ratio","PSA3Ratio","PSA3AvgSell","PSA4Ratio","PSA4AvgSell","PSA5Ratio","PSA5AvgSell","PSA6Ratio","PSA6AvgSell","PSA7Ratio","PSA7AvgSell","PSA8Ratio","PSA8AvgSell","PSA9Ratio","PSA9AvgSell","PSA10Ratio","PSA10AvgSell"
"Chimchar"," ","Infernape Half Deck 2007","22.00","-17.00","-0.77",-17,"-0.77",2007,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2.27","49.97","4.55","100.00"
"Infernape"," ","Infernape Half Deck 2007","5.57","-17.00","-3.05",-17,"-3.05",2007,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.38","29.99","17.71","98.74"
"Monferno"," ","Infernape Half Deck 2007","16.24","-17.00","-1.05",-17,"-1.05",2007,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3.28","53.30",0,0
﻿"Name","Number","SetName","AvgPrice","LPBuyPrice","LPRatio","NMBuyPrice","NMRatio","YearReleased","PokeRatio","PSA1Ratio","PSA2Ratio","PSA3Ratio","PSA3AvgSell","PSA4Ratio","PSA4AvgSell","PSA5Ratio","PSA5AvgSell","PSA6Ratio","PSA6AvgSell","PSA7Ratio","PSA7AvgSell","PSA8Ratio","PSA8AvgSell","PSA9Ratio","PSA9AvgSell","PSA10Ratio","PSA10AvgSell"
"Piers","109","Infinity Zone","22.31","-17.00","-0.76",-17,"-0.76",2020,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2.06","46.00","2.91","65.00"
﻿"Name","Number","SetName","AvgPrice","LPBuyPrice","LPRatio","NMBuyPrice","NMRatio","YearReleased","PokeRatio","PSA1Ratio","PSA2Ratio","PSA3Ratio","PSA3AvgSell","PSA4Ratio","PSA4AvgSell","PSA5Ratio","PSA5AvgSell","PSA6Ratio","PSA6AvgSell","PSA7Ratio","PSA7AvgSell","PSA8Ratio","PSA8AvgSell","PSA9Ratio","PSA9AvgSell","PSA10Ratio","PSA10AvgSell"
"Inteleon VMAX","023","Inteleon VMAX High-Class Deck","62.78","-17.00","-0.27",-17,"-0.27",2021,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.51","32.00","1.30","81.47"
﻿"Name","Number","SetName","AvgPrice","LPBuyPrice","LPRatio","NMBuyPrice","NMRatio","YearReleased","PokeRatio","PSA1Ratio","PSA2Ratio","PSA3Ratio","PSA3AvgSell","PSA4Ratio","PSA4AvgSell","PSA5Ratio","PSA5AvgSell","PSA6Ratio","PSA6AvgSell","PSA7Ratio","PSA7AvgSell","PSA8Ratio","PSA8AvgSell","PSA9Ratio","PSA9AvgSell","PSA10Ratio","PSA10AvgSell"
"Charizard","092","Intense Fight in the Destroyed Sky","72.79","-17.00","-0.23",-17,"-0.23",2008,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.06","441.13",0,0
﻿"Name","Number","SetName","AvgPrice","LPBuyPrice","LPRatio","NMBuyPrice","NMRatio","YearReleased","PokeRatio","PSA1Ratio","PSA2Ratio","PSA3Ratio","PSA3AvgSell","PSA4Ratio","PSA4AvgSell","PSA5Ratio","PSA5AvgSell","PSA6Ratio","PSA6AvgSell","PSA7Ratio","PSA7AvgSell","PSA8Ratio","PSA8AvgSell","PSA9Ratio","PSA9AvgSell","PSA10Ratio","PSA10AvgSell"
"Bulbasaur","002","Intro Pack (Bulbasaur)","18.99","-17.00","-0.90",-17,"-0.90",1999,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.79","109.99","1.69","32.00"
"Meowth","017","Intro Pack (Bulbasaur)","6.99","-17.00","-2.43",-17,"-2.43",1999,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.24","36.65","17.17","119.99"
"Switch","020","Intro Pack (Bulbasaur)","18.61","-17.00","-0.91",-17,"-0.91",1999,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.27","5.02",0,0
﻿"Name","Number","SetName","AvgPrice","LPBuyPrice","LPRatio","NMBuyPrice","NMRatio","YearReleased","PokeRatio","PSA1Ratio","PSA2Ratio","PSA3Ratio","PSA3AvgSell","PSA4Ratio","PSA4AvgSell","PSA5Ratio","PSA5AvgSell","PSA6Ratio","PSA6AvgSell","PSA7Ratio","PSA7AvgSell","PSA8Ratio","PSA8AvgSell","PSA9Ratio","PSA9AvgSell","PSA10Ratio","PSA10AvgSell"
"Blastoise","001","Intro Pack (Squirtle)","8.13","-17.00","-2.09",-17,"-2.09",1999,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.33","10.80","3.64","29.61"
﻿"Name","Number","SetName","AvgPrice","LPBuyPrice","LPRatio","NMBuyPrice","NMRatio","YearReleased","PokeRatio","PSA1Ratio","PSA2Ratio","PSA3Ratio","PSA3AvgSell","PSA4Ratio","PSA4AvgSell","PSA5Ratio","PSA5AvgSell","PSA6Ratio","PSA6AvgSell","PSA7Ratio","PSA7AvgSell","PSA8Ratio","PSA8AvgSell","PSA9Ratio","PSA9AvgSell","PSA10Ratio","PSA10AvgSell"
"Chikorita","001","Intro Pack Neo (Chikorita)","21.66","-17.00","-0.78",-17,"-0.78",2001,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.71","37.05","0.79","17.02"
"Master Ball","021","Intro Pack Neo (Chikorita)","20.00","-17.00","-0.85",-17,"-0.85",2001,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.25","5.00",0,0
﻿"Name","Number","SetName","AvgPrice","LPBuyPrice","LPRatio","NMBuyPrice","NMRatio","YearReleased","PokeRatio","PSA1Ratio","PSA2Ratio","PSA3Ratio","PSA3AvgSell","PSA4Ratio","PSA4AvgSell","PSA5Ratio","PSA5AvgSell","PSA6Ratio","PSA6AvgSell","PSA7Ratio","PSA7AvgSell","PSA8Ratio","PSA8AvgSell","PSA9Ratio","PSA9AvgSell","PSA10Ratio","PSA10AvgSell"
"Blissey V","079","Jet Black Spirit","32.28","-17.00","-0.53",-17,"-0.53",2021,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.67","21.50","1.45","46.69"
"Caitlin","080","Jet Black Spirit","109.80","-17.00","-0.15",-17,"-0.15",2021,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.99","108.63","1.23","134.50"
"Caitlin","088","Jet Black Spirit","30.28","-17.00","-0.56",-17,"-0.56",2021,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.51","15.51","1.65","49.99"
"Celebi V","071","Jet Black Spirit","6.47","-17.00","-2.63",-17,"-2.63",2021,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.62","10.50","3.24","21.00"
"Celebi VMAX","084","Jet Black Spirit","12.74","-17.00","-1.33",-17,"-1.33",2021,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.11","14.16","1.96","25.00"
"Peonia","082","Jet Black Spirit","28.64","-17.00","-0.59",-17,"-0.59",2021,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.77","50.58","1.29","37.00"
"Psychic Energy","095","Jet Black Spirit","14.79","-17.00","-1.15",-17,"-1.15",2021,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.18","17.50",0,0
"Zeraora V","074","Jet Black Spirit","63.73","-17.00","-0.27",-17,"-0.27",2021,"0.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.74","47.00","1.61","102.61"
﻿"Name","Number","SetName","AvgPrice","LPBuyPrice","LPRatio","NMBuyPrice","NMRatio","YearReleased","PokeRatio","PSA1Ratio","PSA2Ratio","PSA3Ratio","PSA3AvgSell","PSA4Ratio","PSA4AvgSell","PSA5Ratio","PSA5AvgSell","PSA6Ratio","PSA6AvgSell","PSA7Ratio","PSA7AvgSell","PSA8Ratio","PSA8AvgSell","PSA9Ratio","PSA9AvgSell","PSA10Ratio","PSA10AvgSell"
"Butterfree","33","Jungle 1st Edition","5.44","-17.00","-3.12",-5.94,"-1.09",1999,"3.14",0,0,0,0,0,0,"3.67","19.99","1.19","6.50","7.84","42.67","2.39","13.01","5.44","29.59","32.30","175.73"
"Clefable","17","Jungle 1st Edition","11.16","-12.32","-1.10",-7.65,"-0.69",1999,"1.14",0,0,0,0,"1.03","11.50","1.26","14.06","0.49","5.50","1.75","19.50","0.99","11.00","2.96","32.99","11.80","131.72"
"Clefable Holo","1","Jungle 1st Edition","41.47","0.00","0.00",6.8,"0.16",1999,"0.79",0,"1.87","0.37","15.50","0.52","21.50","0.48","20.00","0.77","32.00","0.68","28.00","1.30","54.00","4.55","188.62","56.07","2325.00"
"Eevee","51","Jungle 1st Edition","6.19","-8.07","-1.30",-8.07,"-1.44",1999,"2.11","33.94","2.02",0,0,"1.70","10.51","2.42","14.95","2.02","12.50","1.54","9.50","2.67","16.50","3.46","21.40","17.75","109.84"
"Electrode","18","Jungle 1st Edition","34.02","-14.24","-0.42",-4.25,"-0.12",1999,"0.39",0,0,0,0,"0.19","6.50","0.10","3.25","0.50","17.00","0.44","15.00","0.53","18.01","0.84","28.75","3.23","110.00"
"Electrode Holo","2","Jungle 1st Edition","19.77","-1.28","-0.06",11.9,"0.60",1999,"1.59",0,0,0,0,"1.16","23.00","0.94","18.50","1.44","28.51","1.72","34.00","2.40","47.44","4.95","97.80","37.23","736.00"
"Flareon","19","Jungle 1st Edition","14.90","-17.00","-1.14",0.43,"0.03",1999,"1.45",0,"1.34",0,0,0,0,"0.84","12.50","1.36","20.25","1.38","20.50","2.89","43.00","2.55","38.06","12.69","189.08"
"Flareon Holo","3","Jungle 1st Edition","82.32","10.20","0.12",39.97,"0.49",1999,"0.80",0,0,"0.51","42.00","0.41","34.01","0.39","32.00","0.57","47.00","0.81","67.02","1.51","124.00","2.61","214.69","20.35","1675.00"
"Jolteon","20","Jungle 1st Edition","31.36","2.13","0.07",13.6,"0.43",1999,"1.04",0,0,"0.51","16.00","0.72","22.50","0.84","26.25","0.92","29.00","1.28","40.00","1.15","36.00","1.43","44.97","4.94","154.83"
"Jolteon Holo","4","Jungle 1st Edition","76.19","11.05","0.15",71.82,"0.94",1999,"1.04",0,0,0,0,"0.43","33.00","0.64","48.75","0.75","57.50","1.37","104.49","1.62","123.54","3.87","294.74","29.20","2225.00"
"Kangaskhan","21","Jungle 1st Edition","5.15","-17.00","-3.30",-3.83,"-0.74",1999,"2.45",0,0,"2.62","13.50",0,0,"1.75","9.00","3.02","15.52","3.01","15.50","3.79","19.50","4.18","21.50","18.17","93.50"
"Kangaskhan Holo","5","Jungle 1st Edition","29.68","-0.43","-0.01",16.21,"0.55",1999,"1.15","1.72",0,"0.32","9.50","0.69","20.52","0.66","19.50","1.33","39.50","1.32","39.08","1.55","46.00","6.77","200.94","78.33","2325.00"
"Mr. Mime","22","Jungle 1st Edition","6.20","-12.75","-2.06",-4.77,"-0.77",1999,"1.90","1.37",0,0,0,"1.05","6.50","2.50","15.50","0.81","5.00","2.32","14.39","2.50","15.50","4.19","26.00","24.19","150.00"
"Mr. Mime Holo","6","Jungle 1st Edition","42.50","-12.32","-0.29",15.3,"0.36",1999,"0.76",0,"1.06",0,0,"0.13","5.50","0.61","26.00","0.55","23.25","0.89","38.00","1.34","57.00","5.56","236.22","20.50","871.12"
"Nidoqueen","23","Jungle 1st Edition","8.11","-6.80","-0.84",-6.38,"-0.79",1999,"1.82","3.29","0.86","1.85","15.00","2.42","19.62","1.48","12.00","1.66","13.50","1.54","12.50","1.79","14.50","4.19","33.98","36.98","300.00"
"Nidoqueen Holo","7","Jungle 1st Edition","30.15","-2.55","-0.08",26.77,"0.89",1999,"1.23","0.83","1.26","0.35","10.50","0.56","17.00","0.66","20.00","1.05","31.54","1.71","51.50","1.78","53.56","4.00","120.50","29.85","900.00"
"Nidorina","40","Jungle 1st Edition","5.27","-17.00","-3.23",-7.65,"-1.45",1999,"2.05",0,0,0,0,"3.89","20.50",0,0,"0.95","5.00","2.09","11.00","2.53","13.33","3.09","16.27","12.72","67.06"
"Pidgeot","24","Jungle 1st Edition","9.48","-17.00","-1.79",-4.25,"-0.45",1999,"1.05",0,0,0,0,0,0,"0.45","4.25",0,0,"1.58","15.00","1.90","18.00","3.69","34.99","8.66","82.12"
"Pidgeot Holo","8","Jungle 1st Edition","47.20","-0.84","-0.02",17,"0.36",1999,"0.90","1.46",0,"1.85","87.23","0.55","26.00","0.66","31.00","0.40","19.01","0.85","40.00","1.74","82.00","4.97","234.50","52.97","2499.95"
"Pikachu","60","Jungle 1st Edition","9.95","-7.79","-0.78",5.37,"0.54",1999,"2.17",0,"4.32","3.11","31.00","1.51","14.99","1.09","10.83","2.74","27.27","2.64","26.31","2.68","26.67","3.08","30.63","16.38","163.09"
"Pinsir","25","Jungle 1st Edition","7.87","-17.00","-2.16",-6.38,"-0.81",1999,"1.31",0,0,0,0,0,0,"1.46","11.50","1.33","10.50","1.59","12.50","1.59","12.50","3.30","26.00","9.39","73.84"
"Pinsir Holo","9","Jungle 1st Edition","29.70","2.13","0.07",8.95,"0.30",1999,"1.37",0,"0.36","1.04","31.00","0.76","22.50","1.51","44.99","0.88","26.00","1.03","30.53","2.36","70.00","4.36","129.44","50.50","1499.95"
"Scyther","26","Jungle 1st Edition","12.85","-6.38","-0.50",-1.37,"-0.11",1999,"1.45",0,0,0,0,"1.21","15.50","0.97","12.50","1.52","19.50","1.43","18.39","1.95","25.00","3.89","50.00","13.89","178.50"
"Scyther Holo","10","Jungle 1st Edition","64.37","4.25","0.07",41.65,"0.65",1999,"0.83",0,0,"0.81","52.00","0.48","31.00","0.43","27.99","0.39","25.00","1.07","69.00","1.59","102.50","3.30","212.69","20.59","1324.99"
"Snorlax","27","Jungle 1st Edition","13.32","-17.00","-1.28",7.65,"0.57",1999,"1.92",0,"1.31","1.80","24.02",0,0,"1.16","15.50","2.53","33.75","2.18","29.00","3.00","40.00","6.82","90.83","36.22","482.61"
"Snorlax Holo","11","Jungle 1st Edition","85.41","21.30","0.25",60.35,"0.71",1999,"1.07","1.11","0.95","0.62","53.00","0.66","56.00","0.53","45.06","0.94","80.00","1.07","91.00","1.86","158.49","8.66","740.00","74.35","6350.50"
"Vaporeon","28","Jungle 1st Edition","11.82","-17.00","-1.44",13.6,"1.15",1999,"2.09",0,0,"0.89","10.50","1.69","19.99",0,0,"1.57","18.50","3.47","41.00","3.05","36.00","4.51","53.33","16.16","190.98"
"Vaporeon Holo","12","Jungle 1st Edition","36.75","17.85","0.49",48.45,"1.32",1999,"2.06",0,"0.84","1.80","66.00","1.63","60.00","1.12","41.00","1.52","56.00","2.10","77.00","3.64","133.65","10.88","400.00","108.84","4000.00"
"Venomoth","29","Jungle 1st Edition","5.56","-17.00","-3.06",-7.01,"-1.26",1999,"1.84",0,0,0,0,0,0,"1.09","6.05","3.15","17.50","2.11","11.75","2.16","12.00","6.60","36.72","12.86","71.50"
"Venomoth Holo","13","Jungle 1st Edition","27.73","-5.08","-0.18",13.6,"0.49",1999,"1.32",0,0,"1.12","31.00","1.48","41.02","0.51","14.02","1.08","30.00","1.30","36.00","1.92","53.33","2.18","60.49","26.33","729.99"
"Victreebel","30","Jungle 1st Edition","8.75","-17.00","-1.94",-5.73,"-0.66",1999,"1.44",0,0,0,0,"1.90","16.66",0,0,"1.43","12.52","1.65","14.46","1.52","13.26","2.95","25.83","11.43","100.00"
"Victreebel Holo","14","Jungle 1st Edition","30.31","0.43","0.01",15.3,"0.50",1999,"1.19",0,0,0,0,"0.68","20.50","1.22","37.09","0.99","30.00","1.25","38.00","1.50","45.33","4.08","123.73","32.17","975.00"
"Vileplume","31","Jungle 1st Edition","8.01","-17.00","-2.12",-5.19,"-0.65",1999,"2.00",0,"1.25",0,0,0,0,"0.47","3.75","4.81","38.50","1.74","13.90","2.31","18.52","2.87","23.00","11.36","91.00"
"Vileplume Holo","15","Jungle 1st Edition","34.92","-2.13","-0.06",7.65,"0.22",1999,"0.85",0,0,"0.98","34.20","0.50","17.50","0.59","20.52","0.61","21.18","0.83","29.00","1.32","46.00","4.35","151.94","25.05","874.98"
"Wigglytuff","32","Jungle 1st Edition","10.73","-17.00","-1.58",-0.21,"-0.02",1999,"1.48",0,0,0,0,0,0,"0.51","5.50","1.44","15.50","2.90","31.18","1.84","19.75","3.26","35.03","9.46","101.56"
"Wigglytuff Holo","16","Jungle 1st Edition","26.16","2.97","0.11",14.73,"0.56",1999,"1.36","1.91","0.38","0.34","9.00","1.09","28.50","0.90","23.50","1.30","33.99","1.43","37.33","1.80","47.06","5.70","149.08","81.24","2125.00"
﻿"Name","Number","SetName","AvgPrice","LPBuyPrice","LPRatio","NMBuyPrice","NMRatio","YearReleased","PokeRatio","PSA1Ratio","PSA2Ratio","PSA3Ratio","PSA3AvgSell","PSA4Ratio","PSA4AvgSell","PSA5Ratio","PSA5AvgSell","PSA6Ratio","PSA6AvgSell","PSA7Ratio","PSA7AvgSell","PSA8Ratio","PSA8AvgSell","PSA9Ratio","PSA9AvgSell","PSA10Ratio","PSA10AvgSell"
"Clefable Holo","1","Jungle","34.44","-11.48","-0.33",5.1,"0.15",1999,"0.66",0,"0.65",0,0,"0.19","6.50","0.38","13.00","0.71","24.59","0.76","26.00","0.88","30.33","1.75","60.24","14.34","493.88"
"Electrode Holo","2","Jungle","31.78","-9.78","-0.31",5.19,"0.16",1999,"0.66",0,0,0,0,"0.27","8.50","0.50","16.00","0.46","14.62","0.82","26.10","0.94","29.98","1.67","53.00","12.59","400.00"
"Flareon","19","Jungle","7.46","-17.00","-2.28",-1.28,"-0.17",1999,"2.03",0,0,0,0,0,0,"2.01","14.99","2.53","18.88","2.51","18.76","2.48","18.50","7.37","55.00","7.91","59.00"
"Flareon Holo","3","Jungle","85.52","-3.83","-0.04",2.97,"0.03",1999,"0.38",0,0,"0.25","21.50","0.18","15.50","0.25","21.00","0.42","36.01","0.27","23.50","0.49","41.60","1.30","111.44","5.20","445.00"
"Jolteon","20","Jungle","6.41","-17.00","-2.65",-8.51,"-1.33",1999,"1.63",0,0,0,0,0,0,"0.78","4.99","1.56","10.00","3.53","22.61","1.56","9.99","3.94","25.25","7.34","47.00"
"Jolteon Holo","4","Jungle","84.48","-0.85","-0.01",13.6,"0.16",1999,"0.39","0.47","0.17","0.21","17.50","0.24","20.50","0.22","19.00","0.24","20.50","0.43","36.00","0.53","45.00","1.25","105.97","7.30","616.97"
"Kangaskhan Holo","5","Jungle","25.70","-6.06","-0.24",2.97,"0.12",1999,"0.75",0,"0.25","0.25","6.50","0.56","14.50","0.50","12.87","0.59","15.24","0.96","24.59","0.91","23.50","2.44","62.75","26.38","678.00"
"Mr. Mime Holo","6","Jungle","38.92","-8.48","-0.22",0.44,"0.01",1999,"0.48",0,0,"0.71","27.65","0.26","10.02","0.53","20.50","0.27","10.49","0.64","25.00","0.53","20.52","1.69","65.63","6.35","247.00"
"Nidoqueen","23","Jungle","5.46","-15.09","-2.76",-8.42,"-1.54",1999,"2.23",0,0,"2.86","15.61","0.91","4.99","4.49","24.50","0.41","2.25","1.85","10.10","3.16","17.28","3.48","19.00","7.51","41.00"
"Nidoqueen Holo","7","Jungle","42.00","-9.36","-0.22",9.6,"0.23",1999,"0.67",0,0,0,0,"0.75","31.42","0.21","8.99","0.62","25.84","0.74","31.29","0.75","31.50","1.99","83.64","22.62","950.00"
"Pidgeot","24","Jungle","5.32","-17.00","-3.19",0.85,"0.16",1999,"2.43",0,0,0,0,0,0,0,0,"1.22","6.50","4.74","25.25","5.00","26.64","3.94","21.00","3.30","17.58"
"Pidgeot Holo","8","Jungle","48.48","-8.51","-0.18",2.98,"0.06",1999,"0.54",0,0,"0.68","33.00","0.21","9.99","0.34","16.26","0.38","18.50","0.48","23.51","0.92","44.40","1.32","64.00","23.21","1125.00"
"Pinsir Holo","9","Jungle","37.32","-9.35","-0.25",-2.97,"-0.08",1999,"0.53",0,0,"0.28","10.50","0.45","16.90","0.24","9.00","0.60","22.25","0.44","16.50","0.70","26.00","1.58","58.90","23.04","860.00"
"Scyther","26","Jungle","5.09","-17.00","-3.34",-8.5,"-1.67",1999,"1.94",0,0,0,0,"1.67","8.50",0,0,"1.72","8.78","1.96","10.00","3.52","17.94","3.04","15.50","14.99","76.31"
"Scyther Holo","10","Jungle","51.28","-5.95","-0.12",9.6,"0.19",1999,"0.58",0,"0.40","0.22","11.50","0.25","13.00","0.48","24.59","0.37","19.21","0.61","31.29","0.91","46.51","1.49","76.35","8.58","440.00"
"Snorlax","27","Jungle","5.36","-17.00","-3.17",-0.54,"-0.10",1999,"2.85",0,0,0,0,0,0,"2.33","12.50","3.73","20.00","3.62","19.37","3.84","20.58","4.67","25.00","34.07","182.50"
"Snorlax Holo","11","Jungle","116.48","0.00","0.00",23.73,"0.20",1999,"0.38",0,"0.26","0.69","80.00","0.20","23.50","0.39","45.00","0.17","20.00","0.41","47.92","0.45","52.00","1.47","171.66","26.19","3050.00"
"Vaporeon","28","Jungle","6.02","-10.20","-1.69",-3.41,"-0.57",1999,"2.32",0,0,0,0,"1.33","8.00","1.74","10.50","2.08","12.52","2.66","15.99","3.40","20.50","5.98","35.99","10.46","63.02"
"Vaporeon Holo","12","Jungle","67.78","-8.51","-0.13",3.19,"0.05",1999,"0.43","0.61","0.33","0.15","9.99","0.15","9.99","0.23","15.50","0.28","19.19","0.35","23.75","0.73","49.25","1.93","130.75","6.27","425.00"
"Venomoth Holo","13","Jungle","33.14","-8.50","-0.26",-5.53,"-0.17",1999,"0.46",0,"0.50",0,0,"0.44","14.50","0.43","14.14","0.30","10.00","0.41","13.50","0.53","17.50","1.86","61.52","7.57","251.00"
"Victreebel","30","Jungle","6.20","-17.00","-2.74",-10.2,"-1.64",1999,"0.91",0,0,0,0,0,0,0,0,0,0,"1.66","10.30","1.29","8.00","2.66","16.50","8.40","52.12"
"Victreebel Holo","14","Jungle","33.76","-9.36","-0.28",-0.01,"-0.00",1999,"0.69",0,0,0,0,"0.27","8.99","0.30","9.99","0.33","11.02","0.65","21.91","1.49","50.38","0.59","19.99","8.72","294.27"
"Vileplume Holo","15","Jungle","34.75","-8.08","-0.23",3.82,"0.11",1999,"0.61",0,0,"0.32","11.00","0.43","15.00","0.30","10.50","0.48","16.62","0.71","24.50","0.82","28.51","1.75","60.74","33.09","1150.00"
"Wigglytuff Holo","16","Jungle","40.50","-3.81","-0.09",7.05,"0.17",1999,"0.63",0,0,"0.11","4.53","0.52","21.00","0.38","15.52","0.46","18.60","0.70","28.29","0.77","31.23","1.93","78.08","14.44","585.00"
﻿"Name","Number","SetName","AvgPrice","LPBuyPrice","LPRatio","NMBuyPrice","NMRatio","YearReleased","PokeRatio","PSA1Ratio","PSA2Ratio","PSA3Ratio","PSA3AvgSell","PSA4Ratio","PSA4AvgSell","PSA5Ratio","PSA5AvgSell","PSA6Ratio","PSA6AvgSell","PSA7Ratio","PSA7AvgSell","PSA8Ratio","PSA8AvgSell","PSA9Ratio","PSA9AvgSell","PSA10Ratio","PSA10AvgSell"
